  time(s)      time(days)   fissrate     neuflue1     neuflue2     dpa(dpa)     bup(Mwd/kgM) bupave       bup(FIMA)    bup2(FIMA)   bupave(FIMA) temfi(c)     temfo(c)     temci(c)     temco(c)     tfave(c)     tcave(c)     hgap(w/m2/k) rfi(mm)      rfo(mm)      rci(mm)      rco(mm)      gap(mkm)     gapth(mkm)   gpres(mPa)   pfc(mpa)     htc(w/m2-k)  fgrpp(%)     efs(%)       eh(%)        et(%)        efh(%)       efz(%)       ez(%)        dlfuel(%)    dlfuelp(%)   dlclad(%)    ecef(%)      swclose(-)   swopen(-)    swsol(-)     swtot(-)     efsz(-)      efsh(-)      efsr(-)      xwast(m)     phstrain(%)  tchstrain(%)   sigh(MPa)  gap_state    
  1.65799E+08  1.91897E+03  3.04459E+19  1.33318E+01  4.76639E+01  1.90656E+02  1.21454E+02  1.21454E+02  1.32126E-01  1.44279E-01  1.32126E-01  7.84089E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79780E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56067E+00  4.56272E+00  5.08430E+00  2.04877E+00  4.04877E+00  6.83669E+00  4.43849E+00  1.33276E+05  9.37699E+01  1.32338E+01  1.37121E+00  6.76114E-01  1.79770E+01  7.66453E+00  1.64526E+00  8.26045E+00  7.05535E+00  2.50273E+00  0.00000E+00  9.90916E-02  9.88009E-02  1.98190E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.34855E-04  2.44182E+00  2.73419E-01  3.20659E+01       clos
  1.65899E+08  1.92013E+03  3.04459E+19  1.33333E+01  4.76927E+01  1.90771E+02  1.21527E+02  1.21527E+02  1.32206E-01  1.44366E-01  1.32206E-01  7.84068E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79761E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56068E+00  4.56273E+00  5.08432E+00  2.04877E+00  4.04877E+00  6.84126E+00  4.44453E+00  1.33276E+05  9.37703E+01  1.32338E+01  1.37152E+00  6.76114E-01  1.79770E+01  7.66491E+00  1.64564E+00  8.26098E+00  7.05592E+00  2.50326E+00  0.00000E+00  9.92746E-02  9.86813E-02  1.98309E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.34978E-04  2.44184E+00  2.73423E-01  3.21211E+01       clos
  1.65999E+08  1.92128E+03  3.04459E+19  1.33347E+01  4.77214E+01  1.90886E+02  1.21600E+02  1.21600E+02  1.32286E-01  1.44453E-01  1.32286E-01  7.84116E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79810E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56069E+00  4.56274E+00  5.08433E+00  2.04877E+00  4.04877E+00  6.84586E+00  4.42956E+00  1.33276E+05  9.37711E+01  1.32338E+01  1.37172E+00  6.76114E-01  1.79771E+01  7.66519E+00  1.64592E+00  8.26155E+00  7.05654E+00  2.50383E+00  0.00000E+00  9.94624E-02  9.85618E-02  1.98429E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35100E-04  2.44202E+00  2.73426E-01  3.19853E+01       clos
  1.66099E+08  1.92244E+03  3.04459E+19  1.33361E+01  4.77502E+01  1.91001E+02  1.21674E+02  1.21674E+02  1.32365E-01  1.44540E-01  1.32365E-01  7.84038E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79771E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56070E+00  4.56275E+00  5.08433E+00  2.04877E+00  4.04877E+00  6.85048E+00  4.40551E+00  1.33276E+05  9.37721E+01  1.32338E+01  1.37185E+00  6.76114E-01  1.79770E+01  7.66547E+00  1.64620E+00  8.26212E+00  7.05716E+00  2.50440E+00  0.00000E+00  9.96390E-02  9.84423E-02  1.98548E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35223E-04  2.44219E+00  2.73429E-01  3.17676E+01       clos
  1.66199E+08  1.92360E+03  3.04459E+19  1.33375E+01  4.77789E+01  1.91116E+02  1.21747E+02  1.21747E+02  1.32445E-01  1.44627E-01  1.32445E-01  7.83976E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79739E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56071E+00  4.56276E+00  5.08435E+00  2.04877E+00  4.04877E+00  6.85527E+00  4.40853E+00  1.33276E+05  9.37756E+01  1.32338E+01  1.37214E+00  6.76114E-01  1.79769E+01  7.66585E+00  1.64658E+00  8.26272E+00  7.05783E+00  2.50500E+00  0.00000E+00  9.98148E-02  9.83227E-02  1.98668E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35346E-04  2.44254E+00  2.73432E-01  3.17954E+01       clos
  1.66299E+08  1.92476E+03  3.04459E+19  1.33389E+01  4.78077E+01  1.91231E+02  1.21820E+02  1.21820E+02  1.32525E-01  1.44714E-01  1.32525E-01  7.83936E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79719E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56072E+00  4.56277E+00  5.08436E+00  2.04877E+00  4.04877E+00  6.85990E+00  4.41400E+00  1.33276E+05  9.37767E+01  1.32338E+01  1.37245E+00  6.76114E-01  1.79768E+01  7.66623E+00  1.64696E+00  8.26322E+00  7.05837E+00  2.50550E+00  0.00000E+00  9.99933E-02  9.82032E-02  1.98787E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35469E-04  2.44280E+00  2.73436E-01  3.18456E+01       clos
  1.66399E+08  1.92591E+03  3.04459E+19  1.33403E+01  4.78364E+01  1.91346E+02  1.21893E+02  1.21893E+02  1.32605E-01  1.44801E-01  1.32605E-01  7.83886E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79697E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56074E+00  4.56279E+00  5.08437E+00  2.04877E+00  4.04877E+00  6.86459E+00  4.41565E+00  1.33276E+05  9.37787E+01  1.32338E+01  1.37273E+00  6.76114E-01  1.79768E+01  7.66659E+00  1.64732E+00  8.26380E+00  7.05901E+00  2.50608E+00  0.00000E+00  9.91703E-02  9.80836E-02  1.98907E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35592E-04  2.44304E+00  2.73439E-01  3.18609E+01       clos
  1.66499E+08  1.92707E+03  3.04459E+19  1.33417E+01  4.78652E+01  1.91461E+02  1.21967E+02  1.21967E+02  1.32684E-01  1.44888E-01  1.32684E-01  7.83832E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79672E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56075E+00  4.56280E+00  5.08438E+00  2.04877E+00  4.04877E+00  6.86899E+00  4.41940E+00  1.33276E+05  9.37781E+01  1.32338E+01  1.37302E+00  6.76114E-01  1.79767E+01  7.66697E+00  1.64770E+00  8.26434E+00  7.06015E+00  2.50662E+00  0.00000E+00  9.93493E-02  9.79641E-02  1.99026E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35715E-04  2.44306E+00  2.73442E-01  3.18954E+01       clos
  1.66599E+08  1.92823E+03  3.04459E+19  1.33431E+01  4.78939E+01  1.91576E+02  1.22040E+02  1.22040E+02  1.32764E-01  1.44975E-01  1.32764E-01  7.83799E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79652E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56076E+00  4.56281E+00  5.08440E+00  2.04877E+00  4.04877E+00  6.87374E+00  4.42549E+00  1.33276E+05  9.37810E+01  1.32338E+01  1.37333E+00  6.76114E-01  1.79767E+01  7.66735E+00  1.64808E+00  8.26489E+00  7.06078E+00  2.50717E+00  0.00000E+00  9.95256E-02  9.78446E-02  1.99146E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35838E-04  2.44323E+00  2.73446E-01  3.19512E+01       clos
  1.66699E+08  1.92939E+03  3.04459E+19  1.33445E+01  4.79226E+01  1.91691E+02  1.22113E+02  1.22113E+02  1.32844E-01  1.45062E-01  1.32844E-01  7.83777E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79633E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56078E+00  4.56283E+00  5.08441E+00  2.04877E+00  4.04877E+00  6.87849E+00  4.43682E+00  1.33276E+05  9.37840E+01  1.32338E+01  1.37367E+00  6.76114E-01  1.79767E+01  7.66775E+00  1.64848E+00  8.26547E+00  7.06142E+00  2.50775E+00  0.00000E+00  9.97028E-02  9.77250E-02  1.99265E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.35961E-04  2.44351E+00  2.73449E-01  3.20544E+01       clos
  1.66799E+08  1.93054E+03  3.04459E+19  1.33459E+01  4.79514E+01  1.91806E+02  1.22186E+02  1.22186E+02  1.32923E-01  1.45149E-01  1.32923E-01  7.83755E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79614E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56079E+00  4.56284E+00  5.08442E+00  2.04877E+00  4.04877E+00  6.88315E+00  4.43966E+00  1.33276E+05  9.37854E+01  1.32338E+01  1.37396E+00  6.76114E-01  1.79767E+01  7.66812E+00  1.64885E+00  8.26599E+00  7.06198E+00  2.50827E+00  0.00000E+00  9.98805E-02  9.76055E-02  1.99385E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36084E-04  2.44376E+00  2.73452E-01  3.20805E+01       clos
  1.66899E+08  1.93170E+03  3.04459E+19  1.33473E+01  4.79801E+01  1.91921E+02  1.22260E+02  1.22260E+02  1.33003E-01  1.45236E-01  1.33003E-01  7.83711E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79593E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56081E+00  4.56285E+00  5.08444E+00  2.04877E+00  4.04877E+00  6.88783E+00  4.44221E+00  1.33276E+05  9.37872E+01  1.32338E+01  1.37425E+00  6.76114E-01  1.79767E+01  7.66849E+00  1.64922E+00  8.26657E+00  7.06262E+00  2.50885E+00  0.00000E+00  9.90551E-02  9.74860E-02  1.99505E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36207E-04  2.44391E+00  2.73455E-01  3.21039E+01       clos
  1.66999E+08  1.93286E+03  3.04459E+19  1.33487E+01  4.80089E+01  1.92036E+02  1.22333E+02  1.22333E+02  1.33083E-01  1.45323E-01  1.33083E-01  7.83758E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79641E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56082E+00  4.56287E+00  5.08445E+00  2.04877E+00  4.04877E+00  6.89233E+00  4.43272E+00  1.33276E+05  9.37865E+01  1.32338E+01  1.37447E+00  6.76114E-01  1.79768E+01  7.66880E+00  1.64952E+00  8.26716E+00  7.06322E+00  2.50944E+00  0.00000E+00  9.92392E-02  9.73664E-02  1.99624E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36330E-04  2.44410E+00  2.73459E-01  3.20180E+01       clos
  1.67099E+08  1.93402E+03  3.04459E+19  1.33501E+01  4.80376E+01  1.92151E+02  1.22406E+02  1.22406E+02  1.33162E-01  1.45410E-01  1.33162E-01  7.83669E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79606E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56082E+00  4.56287E+00  5.08445E+00  2.04877E+00  4.04877E+00  6.89711E+00  4.40887E+00  1.33276E+05  9.37897E+01  1.32338E+01  1.37461E+00  6.76114E-01  1.79766E+01  7.66907E+00  1.64980E+00  8.26771E+00  7.06385E+00  2.50999E+00  0.00000E+00  9.94080E-02  9.72469E-02  1.99744E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36453E-04  2.44417E+00  2.73462E-01  3.18018E+01       clos
  1.67199E+08  1.93517E+03  3.04459E+19  1.33515E+01  4.80664E+01  1.92266E+02  1.22479E+02  1.22479E+02  1.33242E-01  1.45497E-01  1.33242E-01  7.83603E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79580E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56084E+00  4.56289E+00  5.08447E+00  2.04877E+00  4.04877E+00  6.90175E+00  4.41651E+00  1.33276E+05  9.37910E+01  1.32338E+01  1.37493E+00  6.76114E-01  1.79765E+01  7.66946E+00  1.65019E+00  8.26828E+00  7.06447E+00  2.51056E+00  0.00000E+00  9.95796E-02  9.71274E-02  1.99863E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36576E-04  2.44442E+00  2.73465E-01  3.18715E+01       clos
  1.67299E+08  1.93633E+03  3.04459E+19  1.33529E+01  4.80951E+01  1.92381E+02  1.22553E+02  1.22553E+02  1.33322E-01  1.45585E-01  1.33322E-01  7.83580E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79560E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56085E+00  4.56290E+00  5.08448E+00  2.04877E+00  4.04877E+00  6.90640E+00  4.41820E+00  1.33276E+05  9.37923E+01  1.32338E+01  1.37521E+00  6.76114E-01  1.79765E+01  7.66983E+00  1.65055E+00  8.26881E+00  7.06505E+00  2.51109E+00  0.00000E+00  9.97542E-02  9.70078E-02  1.99983E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36700E-04  2.44468E+00  2.73469E-01  3.18871E+01       clos
  1.67399E+08  1.93749E+03  3.04459E+19  1.33543E+01  4.81239E+01  1.92496E+02  1.22626E+02  1.22626E+02  1.33401E-01  1.45672E-01  1.33401E-01  7.83511E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79520E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56086E+00  4.56291E+00  5.08449E+00  2.04877E+00  4.04877E+00  6.91111E+00  4.42133E+00  1.33276E+05  9.37944E+01  1.32338E+01  1.37550E+00  6.76114E-01  1.79764E+01  7.67022E+00  1.65095E+00  8.26936E+00  7.06567E+00  2.51164E+00  0.00000E+00  9.99286E-02  9.68883E-02  2.00102E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36823E-04  2.44481E+00  2.73472E-01  3.19159E+01       clos
  1.67499E+08  1.93865E+03  3.04459E+19  1.33558E+01  4.81526E+01  1.92611E+02  1.22699E+02  1.22699E+02  1.33481E-01  1.45759E-01  1.33481E-01  7.83466E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79499E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56087E+00  4.56292E+00  5.08450E+00  2.04877E+00  4.04877E+00  6.91570E+00  4.41973E+00  1.33276E+05  9.37948E+01  1.32338E+01  1.37576E+00  6.76114E-01  1.79764E+01  7.67057E+00  1.65129E+00  8.26994E+00  7.06628E+00  2.51222E+00  0.00000E+00  9.90964E-02  9.67687E-02  2.00222E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.36946E-04  2.44508E+00  2.73475E-01  3.19016E+01       clos
  1.67599E+08  1.93980E+03  3.04459E+19  1.33572E+01  4.81814E+01  1.92726E+02  1.22772E+02  1.22772E+02  1.33561E-01  1.45846E-01  1.33561E-01  7.83442E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79479E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56089E+00  4.56294E+00  5.08452E+00  2.04877E+00  4.04877E+00  6.92037E+00  4.42881E+00  1.33276E+05  9.37964E+01  1.32338E+01  1.37609E+00  6.76114E-01  1.79764E+01  7.67096E+00  1.65169E+00  8.27050E+00  7.06688E+00  2.51278E+00  0.00000E+00  9.92697E-02  9.66492E-02  2.00341E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37070E-04  2.44526E+00  2.73479E-01  3.19844E+01       clos
  1.67699E+08  1.94096E+03  3.04459E+19  1.33586E+01  4.82101E+01  1.92841E+02  1.22846E+02  1.22846E+02  1.33641E-01  1.45933E-01  1.33641E-01  7.83419E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79459E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56090E+00  4.56295E+00  5.08453E+00  2.04877E+00  4.04877E+00  6.92506E+00  4.42978E+00  1.33276E+05  9.37983E+01  1.32338E+01  1.37637E+00  6.76114E-01  1.79764E+01  7.67132E+00  1.65204E+00  8.27107E+00  7.06751E+00  2.51335E+00  0.00000E+00  9.94417E-02  9.65297E-02  2.00461E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37193E-04  2.44534E+00  2.73482E-01  3.19935E+01       clos
  1.67799E+08  1.94212E+03  3.04459E+19  1.33600E+01  4.82389E+01  1.92956E+02  1.22919E+02  1.22919E+02  1.33720E-01  1.46020E-01  1.33720E-01  7.83359E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79436E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56092E+00  4.56296E+00  5.08454E+00  2.04877E+00  4.04877E+00  6.92975E+00  4.43660E+00  1.33276E+05  9.38001E+01  1.32338E+01  1.37668E+00  6.76114E-01  1.79763E+01  7.67170E+00  1.65243E+00  8.27160E+00  7.06808E+00  2.51388E+00  0.00000E+00  9.96100E-02  9.64101E-02  2.00580E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37316E-04  2.44555E+00  2.73485E-01  3.20557E+01       clos
  1.67899E+08  1.94328E+03  3.04459E+19  1.33614E+01  4.82676E+01  1.93070E+02  1.22992E+02  1.22992E+02  1.33800E-01  1.46107E-01  1.33800E-01  7.83335E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79416E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56093E+00  4.56298E+00  5.08456E+00  2.04877E+00  4.04877E+00  6.93447E+00  4.44369E+00  1.33276E+05  9.38023E+01  1.32338E+01  1.37699E+00  6.76114E-01  1.79763E+01  7.67209E+00  1.65282E+00  8.27212E+00  7.06867E+00  2.51440E+00  0.00000E+00  9.97814E-02  9.62906E-02  2.00700E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37440E-04  2.44578E+00  2.73489E-01  3.21204E+01       clos
  1.67999E+08  1.94443E+03  3.04459E+19  1.33628E+01  4.82964E+01  1.93185E+02  1.23065E+02  1.23065E+02  1.33880E-01  1.46194E-01  1.33880E-01  7.83347E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79456E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56093E+00  4.56298E+00  5.08456E+00  2.04877E+00  4.04877E+00  6.93907E+00  4.41102E+00  1.33276E+05  9.38030E+01  1.32338E+01  1.37709E+00  6.76114E-01  1.79764E+01  7.67231E+00  1.65304E+00  8.27272E+00  7.06931E+00  2.51500E+00  0.00000E+00  9.99562E-02  9.61711E-02  2.00819E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37563E-04  2.44604E+00  2.73492E-01  3.18239E+01       clos
  1.68099E+08  1.94559E+03  3.04459E+19  1.33642E+01  4.83251E+01  1.93300E+02  1.23139E+02  1.23139E+02  1.33959E-01  1.46281E-01  1.33959E-01  7.83262E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79422E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56094E+00  4.56299E+00  5.08457E+00  2.04877E+00  4.04877E+00  6.94367E+00  4.40469E+00  1.33276E+05  9.38034E+01  1.32338E+01  1.37732E+00  6.76114E-01  1.79762E+01  7.67265E+00  1.65338E+00  8.27326E+00  7.06988E+00  2.51554E+00  0.00000E+00  9.91214E-02  9.60515E-02  2.00939E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37687E-04  2.44620E+00  2.73495E-01  3.17668E+01       clos
  1.68199E+08  1.94675E+03  3.04459E+19  1.33656E+01  4.83539E+01  1.93415E+02  1.23212E+02  1.23212E+02  1.34039E-01  1.46368E-01  1.34039E-01  7.83237E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79402E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56096E+00  4.56301E+00  5.08459E+00  2.04877E+00  4.04877E+00  6.94856E+00  4.41125E+00  1.33276E+05  9.38081E+01  1.32338E+01  1.37764E+00  6.76114E-01  1.79762E+01  7.67303E+00  1.65376E+00  8.27382E+00  7.07054E+00  2.51610E+00  0.00000E+00  9.92890E-02  9.59320E-02  2.01059E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37810E-04  2.44622E+00  2.73498E-01  3.18265E+01       clos
  1.68299E+08  1.94791E+03  3.04459E+19  1.33670E+01  4.83826E+01  1.93530E+02  1.23285E+02  1.23285E+02  1.34119E-01  1.46455E-01  1.34119E-01  7.83213E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79382E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56097E+00  4.56302E+00  5.08460E+00  2.04877E+00  4.04877E+00  6.95311E+00  4.41766E+00  1.33276E+05  9.38079E+01  1.32338E+01  1.37795E+00  6.76114E-01  1.79762E+01  7.67342E+00  1.65414E+00  8.27436E+00  7.07112E+00  2.51664E+00  0.00000E+00  9.94599E-02  9.58125E-02  2.01178E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.37934E-04  2.44646E+00  2.73502E-01  3.18850E+01       clos
  1.68399E+08  1.94906E+03  3.04459E+19  1.33684E+01  4.84114E+01  1.93645E+02  1.23358E+02  1.23358E+02  1.34198E-01  1.46542E-01  1.34198E-01  7.83152E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79358E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56099E+00  4.56303E+00  5.08461E+00  2.04877E+00  4.04877E+00  6.95777E+00  4.42261E+00  1.33276E+05  9.38092E+01  1.32338E+01  1.37825E+00  6.76114E-01  1.79761E+01  7.67380E+00  1.65453E+00  8.27490E+00  7.07170E+00  2.51718E+00  0.00000E+00  9.96255E-02  9.56929E-02  2.01298E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38058E-04  2.44670E+00  2.73505E-01  3.19302E+01       clos
  1.68499E+08  1.95022E+03  3.04459E+19  1.33698E+01  4.84401E+01  1.93760E+02  1.23432E+02  1.23432E+02  1.34278E-01  1.46629E-01  1.34278E-01  7.83128E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79337E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56100E+00  4.56305E+00  5.08463E+00  2.04877E+00  4.04877E+00  6.96240E+00  4.42684E+00  1.33276E+05  9.38101E+01  1.32338E+01  1.37855E+00  6.76114E-01  1.79761E+01  7.67417E+00  1.65490E+00  8.27546E+00  7.07230E+00  2.51774E+00  0.00000E+00  9.97941E-02  9.55734E-02  2.01417E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38181E-04  2.44692E+00  2.73508E-01  3.19688E+01       clos
  1.68599E+08  1.95138E+03  3.04459E+19  1.33712E+01  4.84689E+01  1.93875E+02  1.23505E+02  1.23505E+02  1.34358E-01  1.46716E-01  1.34358E-01  7.83102E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79317E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56101E+00  4.56306E+00  5.08464E+00  2.04877E+00  4.04877E+00  6.96721E+00  4.43119E+00  1.33276E+05  9.38135E+01  1.32338E+01  1.37885E+00  6.76114E-01  1.79761E+01  7.67454E+00  1.65527E+00  8.27601E+00  7.07293E+00  2.51829E+00  0.00000E+00  9.99606E-02  9.54539E-02  2.01537E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38305E-04  2.44707E+00  2.73512E-01  3.20086E+01       clos
  1.68699E+08  1.95253E+03  3.04459E+19  1.33726E+01  4.84976E+01  1.93990E+02  1.23578E+02  1.23578E+02  1.34437E-01  1.46803E-01  1.34437E-01  7.83055E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79295E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56103E+00  4.56308E+00  5.08465E+00  2.04877E+00  4.04877E+00  6.97197E+00  4.43580E+00  1.33276E+05  9.38163E+01  1.32338E+01  1.37915E+00  6.76114E-01  1.79761E+01  7.67492E+00  1.65565E+00  8.27655E+00  7.07353E+00  2.51883E+00  0.00000E+00  9.91244E-02  9.53343E-02  2.01656E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38429E-04  2.44722E+00  2.73515E-01  3.20506E+01       clos
  1.68799E+08  1.95369E+03  3.04459E+19  1.33740E+01  4.85264E+01  1.94105E+02  1.23651E+02  1.23651E+02  1.34517E-01  1.46890E-01  1.34517E-01  7.82998E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79267E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56104E+00  4.56309E+00  5.08466E+00  2.04877E+00  4.04877E+00  6.97660E+00  4.43795E+00  1.33276E+05  9.38172E+01  1.32338E+01  1.37943E+00  6.76114E-01  1.79760E+01  7.67529E+00  1.65602E+00  8.27712E+00  7.07414E+00  2.51940E+00  0.00000E+00  9.92885E-02  9.52148E-02  2.01776E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38553E-04  2.44739E+00  2.73518E-01  3.20704E+01       clos
  1.68899E+08  1.95485E+03  3.04459E+19  1.33754E+01  4.85551E+01  1.94220E+02  1.23725E+02  1.23725E+02  1.34597E-01  1.46977E-01  1.34597E-01  7.83041E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79314E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56105E+00  4.56310E+00  5.08467E+00  2.04877E+00  4.04877E+00  6.98122E+00  4.42931E+00  1.33276E+05  9.38177E+01  1.32338E+01  1.37966E+00  6.76114E-01  1.79761E+01  7.67560E+00  1.65633E+00  8.27766E+00  7.07471E+00  2.51994E+00  0.00000E+00  9.94616E-02  9.50952E-02  2.01895E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38676E-04  2.44762E+00  2.73522E-01  3.19922E+01       clos
  1.68999E+08  1.95601E+03  3.04459E+19  1.33769E+01  4.85839E+01  1.94335E+02  1.23798E+02  1.23798E+02  1.34677E-01  1.47064E-01  1.34677E-01  7.82958E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79272E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56106E+00  4.56310E+00  5.08468E+00  2.04877E+00  4.04877E+00  6.98592E+00  4.40290E+00  1.33276E+05  9.38197E+01  1.32338E+01  1.37978E+00  6.76114E-01  1.79760E+01  7.67587E+00  1.65660E+00  8.27818E+00  7.07530E+00  2.52046E+00  0.00000E+00  9.96214E-02  9.49757E-02  2.02015E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38800E-04  2.44776E+00  2.73525E-01  3.17526E+01       clos
  1.69099E+08  1.95716E+03  3.04459E+19  1.33783E+01  4.86126E+01  1.94450E+02  1.23871E+02  1.23871E+02  1.34756E-01  1.47151E-01  1.34756E-01  7.82868E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.79236E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.56107E+00  4.56312E+00  5.08469E+00  2.04877E+00  4.04877E+00  6.99061E+00  4.40219E+00  1.33276E+05  9.38213E+01  1.32338E+01  1.38005E+00  6.76114E-01  1.79758E+01  7.67624E+00  1.65697E+00  8.27875E+00  7.07591E+00  2.52103E+00  0.00000E+00  9.97842E-02  9.48562E-02  2.02134E-01  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.38924E-04  2.44790E+00  2.73528E-01  3.17465E+01       clos
